0.3875,0.4531875,0.466725,0.5,0.4724125,0.4675
0.6375,0.6582875,0.769325,0.475,0.2396125,0.66125
0.3625,0.3417125,0.230675,0.525,0.7603875,0.33875
0.7375,0.690025,0.76105,0.5,0.2278375,0.59125
0.2625,0.309975,0.23895,0.5,0.7721625,0.40875
0.65,0.6652125,0.6533625,0.5,0.2787,0.65
0.35,0.3347875,0.3466375,0.5,0.7213,0.35
0.6,0.5436625,0.8641375,0.5,0.2068,0.49125
0.4,0.4563375,0.1358625,0.5,0.7932,0.50875
0.475,0.5378625,0.751325,0.5,0.3204375,0.49
0.525,0.4621375,0.248675,0.5,0.6795625,0.51
0.9375,0.7021625,0.9939,0.5875,0.1097875,0.6625
0.0625,0.2978375,0.0061,0.4125,0.8902125,0.3375
0.7125,0.657975,0.699925,0.475,0.3904375,0.6125
0.2875,0.342025,0.300075,0.525,0.6095625,0.3875
0.675,0.627575,0.500625,0.5375,0.6318625,0.63125
0.325,0.372425,0.499375,0.4625,0.3681375,0.36875
0.8875,0.7385875,1,0.4625,0.0349875,0.64625
0.1125,0.2614125,0,0.5375,0.9650125,0.35375
0.825,0.61295,1,0.5,0,0.53625
0.175,0.38705,0,0.5,1,0.46375
0.6125,0.595375,0.3545,0.5,0.785725,0.56
0.3875,0.404625,0.6455,0.5,0.214275,0.44
0.45,0.4882,0.5046,0.5,0.502225,0.48375
0.55,0.5118,0.4954,0.5,0.497775,0.51625
0.6,0.5405875,0.56805,0.4375,0.492875,0.47875
0.4,0.4594125,0.43195,0.5625,0.507125,0.52125
0.6375,0.5498,0.784625,0.5,0.1950625,0.535
0.3625,0.4502,0.215375,0.5,0.8049375,0.465
0.7,0.725275,0.857525,0.55,0.3324,0.77125
0.3,0.274725,0.142475,0.45,0.6676,0.22875
0.4375,0.516425,0.6139375,0.5,0.324075,0.5325
0.5625,0.483575,0.3860625,0.5,0.675925,0.4675
0.6875,0.6149625,0.704925,0.525,0.42965,0.62875
0.3125,0.3850375,0.295075,0.475,0.57035,0.37125
0.7375,0.7022125,0.6651375,0.625,0.500575,0.70125
0.2625,0.2977875,0.3348625,0.375,0.499425,0.29875
0.6,0.611975,0.774525,0.5625,0.2587625,0.5025
0.4,0.388025,0.225475,0.4375,0.7412375,0.4975
0.525,0.560575,0.2812,0.45,0.8612875,0.44625
0.475,0.439425,0.7188,0.55,0.1387125,0.55375
0.7125,0.553275,1,0.5,0.0359,0.50875
0.2875,0.446725,0,0.5,0.9641,0.49125
0.6625,0.56915,0.6057875,0.4625,0.3676625,0.46375
0.3375,0.43085,0.3942125,0.5375,0.6323375,0.53625
0.6875,0.6061375,0.5701,0.3625,0.473425,0.59125
0.3125,0.3938625,0.4299,0.6375,0.526575,0.40875
0.5625,0.5299,0.4000875,0.5,0.57035,0.50875
0.4375,0.4701,0.5999125,0.5,0.42965,0.49125
0.6125,0.5767875,0.3936125,0.1,0.8208625,0.555
0.3875,0.4232125,0.6063875,0.9,0.1791375,0.445
0.5625,0.53745,0.63835,0.5,0.3837875,0.5175
0.4375,0.46255,0.36165,0.5,0.6162125,0.4825
0.4375,0.4906875,0,0.5,1,0.4875
0.5625,0.5093125,1,0.5,0,0.5125
0.725,0.5858375,0.4818125,0.5,0.63505,0.55625
0.275,0.4141625,0.5181875,0.5,0.36495,0.44375
0.6,0.6702875,0.63745,0.35,0.5760625,0.695
0.4,0.3297125,0.36255,0.65,0.4239375,0.305
0.4375,0.511,0.4151,0.5,0.6221,0.48875
0.5625,0.489,0.5849,0.5,0.3779,0.51125
0.725,0.594575,0.788325,0.5,0.2526875,0.52625
0.275,0.405425,0.211675,0.5,0.7473125,0.47375
0.7,0.63795,0.537675,0.4625,0.5712375,0.68
0.3,0.36205,0.462325,0.5375,0.4287625,0.32
0.5375,0.6177375,0.2993375,0.3875,0.8428375,0.59375
0.4625,0.3822625,0.7006625,0.6125,0.1571625,0.40625
0.5625,0.523675,0.529925,0.5,0.4833625,0.4675
0.4375,0.476325,0.470075,0.5,0.5166375,0.5325
0.6,0.5608,0.4342625,0.5,0.7679,0.49875
0.4,0.4392,0.5657375,0.5,0.2321,0.50125
0.6625,0.6278625,1,0.7375,0,0.5325
0.3375,0.3721375,0,0.2625,1,0.4675
0.675,0.6541,0.66655,0.55,0.4442,0.775
0.325,0.3459,0.33345,0.45,0.5558,0.225
0.65,0.6374375,0.5483625,0.6,0.659775,0.63
0.35,0.3625625,0.4516375,0.4,0.340225,0.37
0.8,0.7424625,0.751275,0.675,0.3869,0.7275
0.2,0.2575375,0.248725,0.325,0.6131,0.2725
0.625,0.5707875,0.64225,0.5,0.3563,0.505
0.375,0.4292125,0.35775,0.5,0.6437,0.495
0.4625,0.526625,0.6064125,0.475,0.3658375,0.62375
0.5375,0.473375,0.3935875,0.525,0.6341625,0.37625
0.7,0.5801125,0.59165,0.5,0.455625,0.52875
0.3,0.4198875,0.40835,0.5,0.544375,0.47125
0.7125,0.7106625,0.7105625,0.55,0.4906625,0.7775
0.2875,0.2893375,0.2894375,0.45,0.5093375,0.2225
0.7,0.6270125,0.6212375,0.1125,0.4806,0.405
0.3,0.3729875,0.3787625,0.8875,0.5194,0.595
0.7125,0.671825,0.7907,0.8875,0.2908375,0.60875
0.2875,0.328175,0.2093,0.1125,0.7091625,0.39125
0.7125,0.6386625,0.8041125,0.7,0.2154875,0.6075
0.2875,0.3613375,0.1958875,0.3,0.7845125,0.3925
0.55,0.5581375,0.3621,0.5,0.8172875,0.55
0.45,0.4418625,0.6379,0.5,0.1827125,0.45
0.7375,0.6807875,0.9298375,0.65,0.183375,0.4975
0.2625,0.3192125,0.0701625,0.35,0.816625,0.5025
0.6375,0.533325,0.61965,0.525,0.2862,0.445
0.3625,0.466675,0.38035,0.475,0.7138,0.555
0.625,0.6369,1,0.4125,0.06585,0.5625
0.375,0.3631,0,0.5875,0.93415,0.4375
0.65,0.71705,0.7752875,0.55,0.46755,0.87125
0.35,0.28295,0.2247125,0.45,0.53245,0.12875
0.725,0.5762875,0.795425,0.5,0.2968625,0.52875
0.275,0.4237125,0.204575,0.5,0.7031375,0.47125
0.825,0.623225,0.685575,0.5,0.374875,0.51125
0.175,0.376775,0.314425,0.5,0.625125,0.48875
0.8125,0.7646125,0.6749125,0.6625,0.6578625,0.84125
0.1875,0.2353875,0.3250875,0.3375,0.3421375,0.15875
0.7875,0.6808625,0.70495,0.3375,0.376375,0.58
0.2125,0.3191375,0.29505,0.6625,0.623625,0.42
0.45,0.4990125,0.4354625,0.775,0.491225,0.4275
0.55,0.5009875,0.5645375,0.225,0.508775,0.5725
0.5375,0.5623375,0.6080875,0.5,0.4387375,0.51125
0.4625,0.4376625,0.3919125,0.5,0.5612625,0.48875
0.625,0.6683875,0.9109625,0.65,0.1264125,0.6
0.375,0.3316125,0.0890375,0.35,0.8735875,0.4
0.7375,0.7091125,0.7765125,0.5375,0.419775,0.7375
0.2625,0.2908875,0.2234875,0.4625,0.580225,0.2625
0.6875,0.578975,0.8566375,0.5,0.0915,0.51125
0.3125,0.421025,0.1433625,0.5,0.9085,0.48875
0.7,0.6114,0.7415125,0.425,0.3677375,0.6075
0.3,0.3886,0.2584875,0.575,0.6322625,0.3925
0.5375,0.5263125,0.861225,0.6,0.1315375,0.67125
0.4625,0.4736875,0.138775,0.4,0.8684625,0.32875
0.475,0.51225,0.4110125,0.9375,0.4343875,0.255
0.525,0.48775,0.5889875,0.0625,0.5656125,0.745
0.7625,0.6755375,0.6640375,0.45,0.3868,0.63625
0.2375,0.3244625,0.3359625,0.55,0.6132,0.36375
0.6125,0.5789875,0.6687625,0.375,0.290825,0.46875
0.3875,0.4210125,0.3312375,0.625,0.709175,0.53125
0.5125,0.50205,0.4945625,0.5125,0.5212,0.515
0.4875,0.49795,0.5054375,0.4875,0.4788,0.485
0.625,0.64605,0.8186875,0.6625,0.28185,0.66
0.375,0.35395,0.1813125,0.3375,0.71815,0.34
1,0.83275,1,0.75,0.097275,0.82625
0,0.16725,0,0.25,0.902725,0.17375
0.6125,0.56735,0.6559125,0.5,0.554475,0.5275
0.3875,0.43265,0.3440875,0.5,0.445525,0.4725
0.6875,0.640925,0.6171,0.8,0.5054875,0.65375
0.3125,0.359075,0.3829,0.2,0.4945125,0.34625
0.6125,0.563975,0.148425,0.5,1,0.50375
0.3875,0.436025,0.851575,0.5,0,0.49625
0.475,0.5117125,0.83345,0.4,0.0711125,0.4525
0.525,0.4882875,0.16655,0.6,0.9288875,0.5475
0.6,0.597675,0.4374375,0.3875,0.8451625,0.585
0.4,0.402325,0.5625625,0.6125,0.1548375,0.415
0.725,0.6458,0.66675,0.425,0.477925,0.70625
0.275,0.3542,0.33325,0.575,0.522075,0.29375
0.7125,0.5752875,0.829,0.5,0.16525,0.525
0.2875,0.4247125,0.171,0.5,0.83475,0.475
0.35,0.5656875,0.3800375,0.5375,0.8556375,0.66625
0.65,0.4343125,0.6199625,0.4625,0.1443625,0.33375
0.6375,0.6224,0.552875,0.4125,0.5209625,0.6275
0.3625,0.3776,0.447125,0.5875,0.4790375,0.3725
0.475,0.608925,0.7309375,0.5875,0.43645,0.62125
0.525,0.391075,0.2690625,0.4125,0.56355,0.37875
0.6,0.5620875,0.5687,0.5,0.5797,0.50625
0.4,0.4379125,0.4313,0.5,0.4203,0.49375
0.775,0.6619375,0.6011,0.3625,0.435825,0.645
0.225,0.3380625,0.3989,0.6375,0.564175,0.355
0.7125,0.58785,0.71405,0.5,0.35225,0.5525
0.2875,0.41215,0.28595,0.5,0.64775,0.4475
0.95,0.732775,1,0.65,0.01775,0.74875
0.05,0.267225,0,0.35,0.98225,0.25125
0.6125,0.6128625,1,0.375,0,0.34875
0.3875,0.3871375,0,0.625,1,0.65125
0.6,0.5678375,0.5697,0.5625,0.3852625,0.54875
0.4,0.4321625,0.4303,0.4375,0.6147375,0.45125
0.7625,0.64225,0.6587875,0.55,0.3890125,0.66875
0.2375,0.35775,0.3412125,0.45,0.6109875,0.33125
0.175,0.3233125,0.0474375,0.3625,0.87225,0.275
0.825,0.6766875,0.9525625,0.6375,0.12775,0.725
0.4875,0.579225,0.97205,0.75,0.0687875,0.47375
0.5125,0.420775,0.02795,0.25,0.9312125,0.52625
0.625,0.6702125,0.806525,0.7625,0.5308125,0.79125
0.375,0.3297875,0.193475,0.2375,0.4691875,0.20875
0.625,0.62715,0.5601,0.425,0.4702125,0.57
0.375,0.37285,0.4399,0.575,0.5297875,0.43
0.6,0.558775,0.6255375,0.575,0.410225,0.5675
0.4,0.441225,0.3744625,0.425,0.589775,0.4325
0.5125,0.54335,0.3919625,0.55,0.6261375,0.50125
0.4875,0.45665,0.6080375,0.45,0.3738625,0.49875
0.6125,0.611975,0.627625,0.55,0.39585,0.66875
0.3875,0.388025,0.372375,0.45,0.60415,0.33125
0.575,0.596325,0.8417875,0.625,0.385775,0.505
0.425,0.403675,0.1582125,0.375,0.614225,0.495
0.525,0.5179,0.1744625,0.5,0.924125,0.52125
0.475,0.4821,0.8255375,0.5,0.075875,0.47875
0.6125,0.5956625,0.4358875,0.4375,0.7356875,0.57375
0.3875,0.4043375,0.5641125,0.5625,0.2643125,0.42625
0.6375,0.606975,0.600625,0.4875,0.4311125,0.45875
0.3625,0.393025,0.399375,0.5125,0.5688875,0.54125
0.55,0.5097375,0.548275,0.325,0.361775,0.48
0.45,0.4902625,0.451725,0.675,0.638225,0.52
0.6,0.5589875,0.6330125,0.125,0.4222625,0.82375
0.4,0.4410125,0.3669875,0.875,0.5777375,0.17625
0.675,0.50785,1,0.45,0,0.4675
0.325,0.49215,0,0.55,1,0.5325
0.625,0.5546625,0.773475,0.5,0.2207875,0.4675
0.375,0.4453375,0.226525,0.5,0.7792125,0.5325
0.55,0.5363,0.5203,0.5125,0.465825,0.4675
0.45,0.4637,0.4797,0.4875,0.534175,0.5325
0.6125,0.6257125,0.629875,0.35,0.4123375,0.5875
0.3875,0.3742875,0.370125,0.65,0.5876625,0.4125
0.4125,0.493775,0.672775,0.4875,0.3072625,0.55875
0.5875,0.506225,0.327225,0.5125,0.6927375,0.44125
0.65,0.6536375,0.82045,0.55,0.24095,0.58875
0.35,0.3463625,0.17955,0.45,0.75905,0.41125
0.775,0.591125,0.920025,0.5,0.1366625,0.525
0.225,0.408875,0.079975,0.5,0.8633375,0.475
0.5875,0.537025,0.5155125,0.425,0.48215,0.515
0.4125,0.462975,0.4844875,0.575,0.51785,0.485
0.725,0.651775,0.7040875,0.425,0.3568875,0.6425
0.275,0.348225,0.2959125,0.575,0.6431125,0.3575
0.4875,0.5080875,0.5107125,0.5,0.51075,0.54625
0.5125,0.4919125,0.4892875,0.5,0.48925,0.45375
0.7125,0.5898375,0.8077125,0.5,0.18665,0.54625
0.2875,0.4101625,0.1922875,0.5,0.81335,0.45375
0.8375,0.694025,0.7745,0.7375,0.3914,0.73125
0.1625,0.305975,0.2255,0.2625,0.6086,0.26875
0.425,0.4824375,0.25685,0.5,0.8135125,0.4575
0.575,0.5175625,0.74315,0.5,0.1864875,0.5425
0.725,0.5898625,0.9528125,0.5,0.0621125,0.51625
0.275,0.4101375,0.0471875,0.5,0.9378875,0.48375
0.65,0.6125,0.299,0.4875,0.96575,0.4925
0.35,0.3875,0.701,0.5125,0.03425,0.5075
0.575,0.564675,0.5529,0.5,0.51995,0.5475
0.425,0.435325,0.4471,0.5,0.48005,0.4525
0.6125,0.581775,0.7015375,0.3625,0.2417875,0.655
0.3875,0.418225,0.2984625,0.6375,0.7582125,0.345
0.8125,0.737225,0.8611625,0.5,0.31925,0.71375
0.1875,0.262775,0.1388375,0.5,0.68075,0.28625
0.575,0.6272375,0.3519125,0.55,0.7217875,0.82
0.425,0.3727625,0.6480875,0.45,0.2782125,0.18
0.6625,0.6873375,0.7751375,0.4875,0.317075,0.60125
0.3375,0.3126625,0.2248625,0.5125,0.682925,0.39875
0.7125,0.662225,0.8078125,0.6125,0.297025,0.5825
0.2875,0.337775,0.1921875,0.3875,0.702975,0.4175
0.6625,0.5410125,0.1914,0.5,0.9263125,0.4825
0.3375,0.4589875,0.8086,0.5,0.0736875,0.5175
0.675,0.560775,0.82915,0.5,0.2733625,0.4825
0.325,0.439225,0.17085,0.5,0.7266375,0.5175
0.6375,0.6736375,0.5856375,0.575,0.6008875,0.775
0.3625,0.3263625,0.4143625,0.425,0.3991125,0.225
0.5625,0.577375,0.5292125,0.5,0.495,0.52375
0.4375,0.422625,0.4707875,0.5,0.505,0.47625
0.7625,0.6454375,0.7324125,0.575,0.45305,0.57375
0.2375,0.3545625,0.2675875,0.425,0.54695,0.42625
0.5875,0.6002875,0.727075,0.5125,0.34455,0.49625
0.4125,0.3997125,0.272925,0.4875,0.65545,0.50375
0.6375,0.6239125,0.5513,0.3375,0.493775,0.67375
0.3625,0.3760875,0.4487,0.6625,0.506225,0.32625
0.525,0.5496375,0.466925,0.5875,0.619,0.49625
0.475,0.4503625,0.533075,0.4125,0.381,0.50375
0.775,0.744825,0.7236375,0.8375,0.5251125,0.67625
0.225,0.255175,0.2763625,0.1625,0.4748875,0.32375
0.775,0.7206125,0.8370125,0.45,0.2868375,0.72625
0.225,0.2793875,0.1629875,0.55,0.7131625,0.27375
0.7125,0.6311375,0.651025,0.55,0.407875,0.64375
0.2875,0.3688625,0.348975,0.45,0.592125,0.35625
0.5125,0.498075,0.52155,0.5,0.4687,0.525
0.4875,0.501925,0.47845,0.5,0.5313,0.475
0.7125,0.6877875,0.6888875,0.525,0.4058875,0.59375
0.2875,0.3122125,0.3111125,0.475,0.5941125,0.40625
0.7,0.6457125,0.7228625,0.5375,0.3497,0.6525
0.3,0.3542875,0.2771375,0.4625,0.6503,0.3475
0.625,0.5718,0.7947125,0.7375,0.3755,0.6025
0.375,0.4282,0.2052875,0.2625,0.6245,0.3975
0.4875,0.5313125,0,0.5,1,0.515
0.5125,0.4686875,1,0.5,0,0.485
0.6375,0.609925,0.960175,0.4375,0.0342625,0.58875
0.3625,0.390075,0.039825,0.5625,0.9657375,0.41125
0.625,0.6669875,0.55115,0.325,0.631825,0.67625
0.375,0.3330125,0.44885,0.675,0.368175,0.32375
0.5875,0.5859,0.607825,0.725,0.438975,0.6375
0.4125,0.4141,0.392175,0.275,0.561025,0.3625
0.675,0.6415,0.6244375,0.6125,0.428425,0.60625
0.325,0.3585,0.3755625,0.3875,0.571575,0.39375
0.475,0.561025,0,0.65,1,0.65875
0.525,0.438975,1,0.35,0,0.34125
0.675,0.55655,0.6702375,0.5,0.3218375,0.49625
0.325,0.44345,0.3297625,0.5,0.6781625,0.50375
0.7375,0.66665,1,0.75,0.1625375,0.64
0.2625,0.33335,0,0.25,0.8374625,0.36
0.6875,0.67105,0.7617,0.7375,0.35915,0.555
0.3125,0.32895,0.2383,0.2625,0.64085,0.445
0.6875,0.686475,0.7337,0.5875,0.4142,0.57
0.3125,0.313525,0.2663,0.4125,0.5858,0.43
0.8625,0.703825,0.9445375,0.6375,0.1508875,0.635
0.1375,0.296175,0.0554625,0.3625,0.8491125,0.365
0.6625,0.6511375,0.3517375,0.425,0.8261,0.5725
0.3375,0.3488625,0.6482625,0.575,0.1739,0.4275
0.9125,0.71715,0.93985,0.725,0.24625,0.58375
0.0875,0.28285,0.06015,0.275,0.75375,0.41625
0.675,0.678575,0.9487375,0.4875,0.278525,0.85625
0.325,0.321425,0.0512625,0.5125,0.721475,0.14375
0.45,0.5680625,0.6060375,0.5,0.51705,0.5475
0.55,0.4319375,0.3939625,0.5,0.48295,0.4525
0.7125,0.5480375,0.6818875,0.5,0.316175,0.5
0.2875,0.4519625,0.3181125,0.5,0.683825,0.5
0.65,0.541975,0.7044375,0.5,0.2107375,0.48875
0.35,0.458025,0.2955625,0.5,0.7892625,0.51125
0.5125,0.576475,0.6467,0.625,0.442225,0.60625
0.4875,0.423525,0.3533,0.375,0.557775,0.39375
0.775,0.7277375,0.9663375,0.625,0.263875,0.78375
0.225,0.2722625,0.0336625,0.375,0.736125,0.21625
0.4625,0.4749125,0.8548,0.3125,0.203925,0.3325
0.5375,0.5250875,0.1452,0.6875,0.796075,0.6675
0.6875,0.603675,0.82355,0.5,0.199175,0.49875
0.3125,0.396325,0.17645,0.5,0.800825,0.50125
0.775,0.671575,0.783525,0.5375,0.352925,0.58125
0.225,0.328425,0.216475,0.4625,0.647075,0.41875
0.6125,0.54655,0.612125,0.5,0.5772125,0.49125
0.3875,0.45345,0.387875,0.5,0.4227875,0.50875
0.6375,0.59465,0.631325,0.6125,0.45335,0.67
0.3625,0.40535,0.368675,0.3875,0.54665,0.33
0.625,0.54595,0.61745,0.4,0.485625,0.46125
0.375,0.45405,0.38255,0.6,0.514375,0.53875
0.575,0.6142,0.792,0.425,0.392425,0.66875
0.425,0.3858,0.208,0.575,0.607575,0.33125
0.4125,0.551775,0.621025,0.5,0.4186875,0.56
0.5875,0.448225,0.378975,0.5,0.5813125,0.44
0.6875,0.6752125,0.5663875,0.3375,0.523075,0.615
0.3125,0.3247875,0.4336125,0.6625,0.476925,0.385
0.5375,0.542725,0.582825,0.5,0.561425,0.55
0.4625,0.457275,0.417175,0.5,0.438575,0.45
0.675,0.608025,0.682575,0.475,0.41865,0.50125
0.325,0.391975,0.317425,0.525,0.58135,0.49875
0.5875,0.5324375,0.6868,0.5,0.3722125,0.49875
0.4125,0.4675625,0.3132,0.5,0.6277875,0.50125
0.6125,0.6651375,0.87975,0.3125,0.109625,0.69625
0.3875,0.3348625,0.12025,0.6875,0.890375,0.30375
0.7,0.6567375,0.6920875,0.725,0.5249125,0.49125
0.3,0.3432625,0.3079125,0.275,0.4750875,0.50875
0.55,0.65615,0.50365,0.875,0.638325,0.73375
0.45,0.34385,0.49635,0.125,0.361675,0.26625
0.6375,0.629125,0.545775,0.5625,0.503525,0.68875
0.3625,0.370875,0.454225,0.4375,0.496475,0.31125
0.7,0.6720375,0.8024125,0.55,0.3170625,0.6225
0.3,0.3279625,0.1975875,0.45,0.6829375,0.3775
0.6,0.5525875,0.7218375,0.5,0.3644,0.42
0.4,0.4474125,0.2781625,0.5,0.6356,0.58
0.35,0.53385,0.1505875,0.425,1,0.64875
0.65,0.46615,0.8494125,0.575,0,0.35125
0.9375,0.7020875,1,0.6375,0.0609,0.67625
0.0625,0.2979125,0,0.3625,0.9391,0.32375
0.6625,0.69085,0.70845,0.675,0.371825,0.68125
0.3375,0.30915,0.29155,0.325,0.628175,0.31875
0.7625,0.6873875,0.86615,0.5,0.3331375,0.65125
0.2375,0.3126125,0.13385,0.5,0.6668625,0.34875
0.575,0.582625,0.3741125,0.5,0.8017,0.505
0.425,0.417375,0.6258875,0.5,0.1983,0.495
0.65,0.55355,0.8294625,0.5,0.227125,0.4975
0.35,0.44645,0.1705375,0.5,0.772875,0.5025
0.5375,0.5806125,0.5566375,0.5,0.4712625,0.5425
0.4625,0.4193875,0.4433625,0.5,0.5287375,0.4575
0.6875,0.7012375,0.4767625,0.4,0.6971125,0.81
0.3125,0.2987625,0.5232375,0.6,0.3028875,0.19
0.7,0.718225,0.7303875,0.4125,0.42645,0.65375
0.3,0.281775,0.2696125,0.5875,0.57355,0.34625
0.4875,0.5256375,0.486475,0.5,0.47085,0.505
0.5125,0.4743625,0.513525,0.5,0.52915,0.495
0.625,0.604925,0.5688,0.5875,0.4928625,0.70125
0.375,0.395075,0.4312,0.4125,0.5071375,0.29875
0.5875,0.5937875,0.5131625,0.875,0.7629125,0.38125
0.4125,0.4062125,0.4868375,0.125,0.2370875,0.61875
0.5875,0.608475,0.651625,0.675,0.494,0.6875
0.4125,0.391525,0.348375,0.325,0.506,0.3125
0.6375,0.6643875,0.7688,0.4875,0.3788,0.5825
0.3625,0.3356125,0.2312,0.5125,0.6212,0.4175
1,0.7455625,1,0.7,0.2345875,0.8325
0,0.2544375,0,0.3,0.7654125,0.1675
0.775,0.6588375,0.398425,0.5375,0.6615,0.57625
0.225,0.3411625,0.601575,0.4625,0.3385,0.42375
0.5625,0.5386875,0.869975,0.5,0.2043,0.51375
0.4375,0.4613125,0.130025,0.5,0.7957,0.48625
0.825,0.74335,0.7851375,0.525,0.3691125,0.61125
0.175,0.25665,0.2148625,0.475,0.6308875,0.38875
0.7125,0.650525,0.727225,0.6375,0.3353875,0.59875
0.2875,0.349475,0.272775,0.3625,0.6646125,0.40125
0.675,0.68365,0.6484,0.5875,0.47985,0.71625
0.325,0.31635,0.3516,0.4125,0.52015,0.28375
0.6625,0.61745,0.7572,0.5875,0.3390875,0.525
0.3375,0.38255,0.2428,0.4125,0.6609125,0.475
0.5875,0.543375,0.61175,0.5,0.6086,0.57125
0.4125,0.456625,0.38825,0.5,0.3914,0.42875
0.6125,0.6021625,0.655075,0.7125,0.3637125,0.50375
0.3875,0.3978375,0.344925,0.2875,0.6362875,0.49625
0.4125,0.5777875,0.5124125,0.55,0.6054875,0.82125
0.5875,0.4222125,0.4875875,0.45,0.3945125,0.17875
0.525,0.5577875,0.4954875,0.4875,0.5177375,0.61375
0.475,0.4422125,0.5045125,0.5125,0.4822625,0.38625
0.55,0.559425,0.6565125,0.725,0.4974875,0.52625
0.45,0.440575,0.3434875,0.275,0.5025125,0.47375
0.5875,0.5750125,0.6326,0.6375,0.1870375,0.38875
0.4125,0.4249875,0.3674,0.3625,0.8129625,0.61125
0.6625,0.624425,0.504275,0.4125,0.614875,0.60875
0.3375,0.375575,0.495725,0.5875,0.385125,0.39125
0.7125,0.636025,0.6942375,0.5625,0.38675,0.6025
0.2875,0.363975,0.3057625,0.4375,0.61325,0.3975
0.6625,0.66605,0.8362375,0.95,0.117725,0.465
0.3375,0.33395,0.1637625,0.05,0.882275,0.535
0.575,0.5278,0.66845,0.6625,0.2966875,0.48875
0.425,0.4722,0.33155,0.3375,0.7033125,0.51125
0.725,0.7040875,0.9549375,0.325,0.0057125,0.5675
0.275,0.2959125,0.0450625,0.675,0.9942875,0.4325
0.4625,0.5140125,0.2647875,0.5,0.6472,0.44125
0.5375,0.4859875,0.7352125,0.5,0.3528,0.55875
0.6,0.5581875,0.5551625,0.4875,0.3803125,0.5
0.4,0.4418125,0.4448375,0.5125,0.6196875,0.5
0.75,0.7214125,0.8431375,0.75,0.3868875,0.65125
0.25,0.2785875,0.1568625,0.25,0.6131125,0.34875
0.575,0.5903,0.5676375,0.5,0.442725,0.52625
0.425,0.4097,0.4323625,0.5,0.557275,0.47375
